booking_id,booking_date,hotel_type,location,demand,star_rating,ac_type,lead_time,stay_duration,price_per_night,total_cost,is_canceled
4447,2024-12-30,City,Kolkata,High,4,nonac,12,2,4979,9958,0
4448,2024-07-30,Resort,Andaman Islands,High,4,nonac,38,3,3274,9822,0
4449,2025-06-04,City,Kochi,Medium,normal,ac,55,6,612,3672,1
4450,2024-02-05,Resort,Lonavala,Medium,3,ac,95,5,1455,7275,0
4451,2024-12-11,City,Pune,High,normal,nonac,90,9,634,5706,0
4452,2024-01-02,Resort,Goa,Very High,5,ac,30,4,12614,50456,1
4453,2025-03-13,Resort,Ooty,High,3,nonac,32,1,2390,2390,0
4454,2025-03-23,Resort,Kasauli,Medium,5,ac,37,2,5882,11764,1
4455,2025-06-15,Resort,Andaman Islands,High,3,nonac,81,6,2236,13416,0
4456,2024-06-25,City,Bhopal,Low,3,ac,19,2,1039,2078,0
4457,2024-04-25,Resort,Ooty,High,4,ac,14,7,6082,42574,0
4458,2025-05-12,City,Chandigarh,Medium,4,ac,68,4,3620,14480,1
4459,2024-05-08,City,Delhi,Very High,normal,nonac,76,8,954,7632,0
4460,2024-10-19,City,Lucknow,Medium,3,nonac,7,9,1817,16353,0
4461,2024-09-26,City,Jaipur,Medium,normal,ac,4,3,586,1758,1
4462,2025-12-27,City,Delhi,Very High,4,nonac,36,1,5818,5818,0
4463,2024-06-01,Resort,Manali,Very High,4,ac,4,7,7125,49875,1
4464,2025-01-31,City,Bhopal,Low,normal,ac,53,2,454,908,0
4465,2025-06-10,Resort,Darjeeling,High,3,ac,1,9,3619,32571,1
4466,2025-04-08,City,Lucknow,Medium,3,ac,85,2,2278,4556,1
4467,2024-09-16,City,Delhi,Very High,3,nonac,33,5,1975,9875,1
4468,2025-04-02,City,Mumbai,Very High,3,ac,36,4,2689,10756,0
4469,2025-10-04,Resort,Udaipur,Very High,5,nonac,2,1,12151,12151,0
4470,2025-08-27,Resort,Lonavala,Medium,4,ac,43,1,4318,4318,0
4471,2025-08-22,Resort,Manali,Very High,normal,ac,4,9,1596,14364,0
4472,2025-01-09,Resort,Udaipur,Very High,3,nonac,37,8,2251,18008,0
4473,2025-12-09,City,Jaipur,Medium,3,nonac,9,6,1155,6930,0
4474,2025-03-21,City,Chennai,High,3,nonac,28,5,2319,11595,1
4475,2024-05-28,Resort,Munnar,High,4,ac,11,6,6335,38010,0
4476,2025-11-27,City,Delhi,Very High,3,ac,46,1,3256,3256,1
4477,2024-04-27,City,Kolkata,High,3,nonac,84,3,1903,5709,0
4478,2025-09-26,City,Lucknow,Medium,3,ac,77,5,1761,8805,0
4479,2025-10-09,Resort,Andaman Islands,High,3,ac,66,2,3051,6102,0
4480,2025-03-27,Resort,Darjeeling,High,3,ac,13,2,2425,4850,1
4481,2025-02-20,City,Delhi,Very High,4,ac,3,7,7382,51674,1
4482,2024-07-25,City,Chandigarh,Medium,5,ac,1,3,9099,27297,1
4483,2024-09-02,Resort,Udaipur,Very High,normal,nonac,83,5,858,4290,0
4484,2024-10-19,Resort,Munnar,High,4,ac,87,9,4647,41823,0
4485,2025-06-18,City,Delhi,Very High,4,nonac,54,7,6153,43071,1
4486,2024-03-27,Resort,Darjeeling,High,4,nonac,54,4,3918,15672,0
4487,2024-01-03,City,Chandigarh,Medium,4,nonac,65,4,2457,9828,1
4488,2025-08-02,City,Chandigarh,Medium,5,ac,44,4,5682,22728,0
4489,2025-04-06,Resort,Shimla,Very High,normal,ac,30,3,1418,4254,1
4490,2025-10-22,Resort,Darjeeling,High,3,ac,95,1,3100,3100,1
4491,2025-07-25,City,Kochi,Medium,4,ac,65,3,4038,12114,0
4492,2025-02-06,Resort,Goa,Very High,4,nonac,43,3,3896,11688,0
4493,2025-01-26,Resort,Udaipur,Very High,3,ac,70,7,2637,18459,1
4494,2025-12-23,Resort,Ooty,High,3,ac,75,6,2700,16200,0
4495,2025-04-07,Resort,Udaipur,Very High,normal,nonac,69,1,1545,1545,0
4496,2024-10-21,Resort,Rishikesh,High,5,ac,84,7,12460,87220,1
4497,2024-03-17,City,Delhi,Very High,4,nonac,25,8,5561,44488,1
4498,2024-09-09,City,Jaipur,Medium,normal,nonac,88,9,567,5103,0
4499,2025-09-08,City,Mumbai,Very High,4,ac,42,5,5523,27615,1
4500,2024-10-09,City,Chennai,High,3,nonac,90,5,1568,7840,0
4501,2024-04-15,Resort,Ooty,High,3,ac,16,6,3318,19908,0
4502,2024-09-04,City,Ahmedabad,Medium,5,nonac,46,6,5840,35040,0
4503,2025-12-28,City,Kochi,Medium,normal,nonac,22,5,582,2910,0
4504,2025-06-04,City,Kochi,Medium,3,ac,59,2,1804,3608,0
4505,2025-07-20,City,Mumbai,Very High,3,ac,59,7,3314,23198,1
4506,2025-01-29,City,Jaipur,Medium,4,ac,74,2,4195,8390,1
4507,2024-08-16,Resort,Manali,Very High,normal,ac,12,1,1882,1882,0
4508,2025-08-16,City,Bengaluru,Very High,4,ac,29,1,6145,6145,0
4509,2025-09-21,Resort,Udaipur,Very High,normal,ac,30,6,2080,12480,0
4510,2024-06-04,Resort,Goa,Very High,4,ac,49,8,7904,63232,1
4511,2025-02-14,City,Hyderabad,High,normal,ac,50,4,908,3632,0
4512,2024-06-12,City,Delhi,Very High,4,ac,76,3,7030,21090,1
4513,2025-11-04,City,Mumbai,Very High,4,ac,89,7,5509,38563,0
4514,2025-10-08,Resort,Lonavala,Medium,normal,ac,14,4,741,2964,0
4515,2025-11-04,Resort,Ooty,High,normal,ac,88,7,1076,7532,1
4516,2024-01-20,City,Delhi,Very High,3,ac,63,3,3678,11034,0
4517,2024-12-19,City,Jaipur,Medium,5,ac,54,9,6532,58788,1
4518,2024-10-02,Resort,Darjeeling,High,3,ac,4,3,2259,6777,1
4519,2024-09-06,City,Kochi,Medium,5,ac,41,3,7653,22959,0
4520,2025-07-27,City,Surat,Medium,normal,ac,48,9,658,5922,1
4521,2024-07-01,Resort,Andaman Islands,High,normal,ac,79,7,1121,7847,0
4522,2025-02-02,Resort,Coorg,High,5,ac,36,1,8473,8473,0
4523,2025-01-10,Resort,Lonavala,Medium,4,ac,64,9,3289,29601,1
4524,2024-12-29,Resort,Coorg,High,4,ac,11,9,4773,42957,0
4525,2024-09-24,Resort,Coorg,High,5,ac,69,1,11882,11882,0
4526,2024-02-21,City,Chennai,High,5,ac,71,3,11604,34812,0
4527,2025-09-24,Resort,Rishikesh,High,normal,nonac,44,5,796,3980,0
4528,2025-11-27,Resort,Manali,Very High,normal,ac,77,7,1602,11214,0
4529,2025-07-29,Resort,Coorg,High,normal,ac,91,7,1376,9632,1
4530,2025-07-09,City,Chennai,High,4,nonac,18,6,3844,23064,0
4531,2024-09-07,City,Bhopal,Low,3,nonac,93,6,1072,6432,0
4532,2024-03-19,City,Chennai,High,3,nonac,39,5,2271,11355,0
4533,2025-08-08,City,Ahmedabad,Medium,5,nonac,60,8,6587,52696,1
4534,2025-08-11,City,Chennai,High,4,nonac,49,6,3336,20016,0
4535,2024-09-14,Resort,Manali,Very High,normal,nonac,42,6,1236,7416,1
4536,2024-12-17,Resort,Mahabaleshwar,Medium,3,ac,39,9,2460,22140,1
4537,2024-03-16,City,Hyderabad,High,normal,ac,15,4,1215,4860,0
4538,2024-08-27,Resort,Rishikesh,High,3,nonac,54,8,1415,11320,0
4539,2024-05-07,City,Kochi,Medium,normal,ac,66,7,622,4354,0
4540,2025-07-21,City,Ahmedabad,Medium,normal,nonac,81,3,596,1788,0
4541,2024-12-25,City,Indore,Low,4,nonac,74,6,1564,9384,0
4542,2024-07-13,City,Jaipur,Medium,5,nonac,74,5,6707,33535,1
4543,2024-08-07,City,Mumbai,Very High,5,ac,45,7,14688,102816,1
4544,2025-11-04,City,Chennai,High,3,ac,67,9,3037,27333,1
4545,2025-03-25,City,Kolkata,High,4,ac,25,9,4358,39222,1
4546,2024-09-27,Resort,Andaman Islands,High,4,nonac,30,9,5038,45342,0
4547,2024-05-06,City,Delhi,Very High,4,ac,10,2,7294,14588,0
4548,2024-10-29,Resort,Shimla,Very High,4,ac,12,2,6107,12214,0
4549,2024-03-11,Resort,Andaman Islands,High,5,nonac,20,2,7516,15032,1
4550,2024-10-31,Resort,Shimla,Very High,normal,ac,25,4,1909,7636,1
4551,2025-08-15,Resort,Lonavala,Medium,4,ac,16,9,5186,46674,0
4552,2025-12-04,City,Chennai,High,4,nonac,76,6,4783,28698,0
4553,2024-10-18,City,Hyderabad,High,3,ac,40,3,2084,6252,0
4554,2024-06-25,Resort,Munnar,High,3,ac,75,7,2202,15414,0
4555,2024-07-13,City,Mumbai,Very High,normal,nonac,46,9,1132,10188,1
4556,2025-03-22,Resort,Shimla,Very High,5,nonac,36,6,13744,82464,0
4557,2024-05-09,Resort,Mussoorie,Medium,5,ac,30,5,10261,51305,0
4558,2025-08-08,Resort,Darjeeling,High,4,ac,84,7,5628,39396,0
4559,2024-02-03,Resort,Mussoorie,Medium,3,nonac,65,6,1213,7278,0
4560,2025-06-16,Resort,Munnar,High,normal,nonac,56,3,867,2601,1
4561,2025-05-09,Resort,Mussoorie,Medium,4,nonac,50,2,2599,5198,1
4562,2025-10-06,City,Mumbai,Very High,normal,ac,9,1,2229,2229,1
4563,2024-08-16,Resort,Shimla,Very High,3,ac,12,4,4235,16940,1
4564,2024-01-29,City,Indore,Low,5,nonac,25,1,4835,4835,0
4565,2025-09-14,City,Pune,High,4,ac,67,6,4072,24432,1
4566,2024-06-09,Resort,Darjeeling,High,4,nonac,62,8,4802,38416,1
4567,2024-02-04,City,Kolkata,High,normal,ac,19,8,1348,10784,0
4568,2024-08-01,City,Chandigarh,Medium,3,ac,76,2,2336,4672,0
4569,2025-04-25,City,Surat,Medium,4,nonac,64,8,3193,25544,0
4570,2024-05-12,Resort,Darjeeling,High,normal,ac,19,9,898,8082,1
4571,2025-02-11,City,Chandigarh,Medium,3,nonac,86,1,1012,1012,0
4572,2025-08-28,Resort,Rishikesh,High,3,ac,56,3,2767,8301,0
4573,2024-10-06,City,Kochi,Medium,3,ac,3,7,1997,13979,1
4574,2024-12-06,Resort,Shimla,Very High,3,ac,83,3,2709,8127,1
4575,2024-08-30,Resort,Ooty,High,3,ac,62,2,2566,5132,1
4576,2025-01-09,City,Bhopal,Low,3,ac,98,2,1612,3224,0
4577,2024-11-19,City,Mumbai,Very High,normal,ac,20,2,1671,3342,0
4578,2025-05-25,City,Bengaluru,Very High,normal,nonac,29,5,861,4305,0
4579,2024-02-15,Resort,Darjeeling,High,4,nonac,89,1,3332,3332,0
4580,2024-02-04,Resort,Munnar,High,3,ac,35,7,3312,23184,0
4581,2024-07-13,Resort,Coorg,High,3,ac,43,4,2463,9852,0
4582,2025-12-28,City,Delhi,Very High,3,ac,76,9,3304,29736,1
4583,2024-08-06,Resort,Darjeeling,High,normal,ac,3,2,1082,2164,1
4584,2024-09-27,Resort,Rishikesh,High,normal,ac,94,1,1122,1122,0
4585,2025-06-21,Resort,Mussoorie,Medium,3,ac,5,7,1560,10920,0
4586,2025-08-29,Resort,Mussoorie,Medium,3,ac,59,5,1945,9725,1
4587,2025-08-28,City,Bengaluru,Very High,3,ac,41,9,4008,36072,1
4588,2025-08-21,City,Kolkata,High,normal,nonac,2,5,702,3510,1
4589,2025-03-10,Resort,Mussoorie,Medium,normal,ac,30,5,884,4420,0
4590,2025-11-05,Resort,Udaipur,Very High,3,nonac,74,3,2170,6510,0
4591,2024-04-20,Resort,Lonavala,Medium,3,ac,30,7,1662,11634,0
4592,2024-06-21,City,Chennai,High,5,nonac,97,7,10379,72653,0
4593,2024-11-23,City,Kolkata,High,normal,nonac,37,5,582,2910,0
4594,2024-11-28,City,Delhi,Very High,5,ac,72,1,17454,17454,1
4595,2025-03-03,City,Delhi,Very High,5,nonac,69,3,9257,27771,0
4596,2025-08-27,Resort,Udaipur,Very High,3,ac,32,7,2763,19341,1
4597,2025-06-22,Resort,Kasauli,Medium,4,nonac,47,6,2160,12960,0
4598,2024-10-26,City,Pune,High,5,nonac,90,3,6671,20013,0
4599,2024-12-21,City,Chennai,High,3,ac,73,3,2570,7710,0
4600,2024-07-06,City,Chennai,High,3,nonac,17,3,2151,6453,0
4601,2024-03-10,City,Bhopal,Low,normal,nonac,28,5,422,2110,0
4602,2024-10-26,Resort,Udaipur,Very High,3,ac,10,4,3420,13680,0
4603,2025-07-12,Resort,Coorg,High,normal,ac,26,5,1041,5205,0
4604,2024-07-15,City,Bhopal,Low,5,nonac,60,6,3133,18798,0
4605,2024-12-09,Resort,Goa,Very High,3,nonac,56,8,2727,21816,0
4606,2024-07-31,Resort,Shimla,Very High,5,ac,23,2,12818,25636,1
4607,2024-12-18,Resort,Shimla,Very High,normal,ac,14,9,1760,15840,0
4608,2024-12-27,City,Hyderabad,High,4,ac,62,8,6959,55672,0
4609,2025-09-22,Resort,Munnar,High,4,ac,67,5,4378,21890,0
4610,2024-08-29,City,Kochi,Medium,3,nonac,30,7,1582,11074,0
4611,2025-09-28,City,Bhopal,Low,5,nonac,40,7,4593,32151,1
4612,2025-09-30,City,Chennai,High,3,ac,86,7,3312,23184,1
4613,2024-07-10,City,Jaipur,Medium,normal,nonac,67,2,561,1122,0
4614,2025-05-05,City,Indore,Low,5,nonac,19,7,3830,26810,0
4615,2025-05-16,City,Hyderabad,High,3,ac,98,1,2166,2166,1
4616,2024-11-06,City,Delhi,Very High,normal,ac,13,6,1753,10518,0
4617,2025-05-28,Resort,Ooty,High,3,nonac,67,4,2541,10164,0
4618,2025-09-02,Resort,Andaman Islands,High,4,nonac,72,3,4162,12486,1
4619,2024-10-30,City,Chennai,High,3,ac,51,2,2556,5112,0
4620,2025-10-10,Resort,Goa,Very High,4,ac,47,7,7069,49483,0
4621,2024-11-15,Resort,Goa,Very High,4,ac,7,9,5528,49752,0
4622,2025-04-29,Resort,Coorg,High,normal,ac,71,9,1133,10197,0
4623,2025-02-09,City,Kolkata,High,3,ac,68,2,2744,5488,1
4624,2024-11-03,Resort,Mahabaleshwar,Medium,4,nonac,68,4,2222,8888,1
4625,2025-06-26,Resort,Goa,Very High,4,ac,41,7,7001,49007,1
4626,2025-12-16,Resort,Lonavala,Medium,normal,nonac,48,6,585,3510,0
4627,2025-07-31,City,Surat,Medium,3,ac,18,6,1716,10296,1
4628,2025-02-19,City,Delhi,Very High,5,ac,43,3,11753,35259,1
4629,2024-12-01,Resort,Darjeeling,High,5,nonac,36,5,10190,50950,1
4630,2024-05-14,City,Jaipur,Medium,4,ac,68,3,3407,10221,0
4631,2024-12-23,City,Kolkata,High,normal,ac,87,5,1412,7060,0
4632,2024-09-08,City,Bengaluru,Very High,4,ac,95,9,5838,52542,0
4633,2024-04-17,Resort,Lonavala,Medium,normal,nonac,96,5,486,2430,0
4634,2025-07-03,Resort,Udaipur,Very High,4,nonac,28,3,6434,19302,1
4635,2024-10-04,City,Indore,Low,4,ac,96,6,2519,15114,0
4636,2025-07-25,Resort,Shimla,Very High,3,nonac,51,4,1856,7424,0
4637,2025-01-09,City,Delhi,Very High,normal,nonac,4,7,928,6496,0
4638,2024-06-11,Resort,Kodaikanal,Low,4,ac,80,8,2277,18216,0
4639,2024-05-21,Resort,Darjeeling,High,4,ac,9,3,6798,20394,0
4640,2025-06-02,Resort,Darjeeling,High,3,ac,86,5,3138,15690,0
4641,2024-04-15,Resort,Darjeeling,High,4,nonac,90,7,3166,22162,0
4642,2024-03-22,City,Kochi,Medium,normal,ac,66,6,581,3486,0
4643,2024-09-23,Resort,Rishikesh,High,4,ac,52,2,5339,10678,0
4644,2025-09-27,City,Jaipur,Medium,4,ac,41,8,4137,33096,0
4645,2025-04-09,Resort,Ooty,High,3,nonac,75,2,2087,4174,0
4646,2025-02-07,Resort,Udaipur,Very High,4,nonac,15,5,5356,26780,0
4647,2024-04-21,Resort,Munnar,High,4,nonac,92,3,4479,13437,0
4648,2024-12-15,City,Ahmedabad,Medium,3,nonac,84,9,1090,9810,0
4649,2025-01-06,Resort,Goa,Very High,normal,nonac,67,3,1477,4431,1
4650,2025-12-18,City,Mumbai,Very High,3,ac,69,3,4427,13281,0
4651,2025-07-31,City,Ahmedabad,Medium,5,ac,25,7,9668,67676,0
4652,2025-08-03,Resort,Mussoorie,Medium,3,ac,37,1,2003,2003,1
4653,2024-03-04,City,Surat,Medium,normal,ac,4,4,762,3048,0
4654,2024-01-14,Resort,Kodaikanal,Low,5,ac,76,8,6497,51976,0
4655,2025-08-06,City,Hyderabad,High,normal,nonac,92,8,887,7096,1
4656,2024-04-30,City,Bhopal,Low,3,nonac,69,2,1161,2322,0
4657,2025-09-10,Resort,Udaipur,Very High,3,nonac,86,8,3201,25608,0
4658,2024-11-11,City,Bengaluru,Very High,5,ac,15,2,12696,25392,1
4659,2024-09-29,City,Jaipur,Medium,3,ac,53,5,1443,7215,1
4660,2025-11-03,Resort,Lonavala,Medium,4,ac,84,3,4104,12312,1
4661,2024-05-21,City,Pune,High,3,ac,10,2,3569,7138,0
4662,2025-09-05,Resort,Ooty,High,normal,ac,48,2,1059,2118,0
4663,2024-04-19,City,Chandigarh,Medium,3,ac,86,1,1860,1860,0
4664,2025-07-18,Resort,Kodaikanal,Low,3,ac,51,2,1721,3442,0
4665,2025-02-25,Resort,Rishikesh,High,5,ac,71,3,12540,37620,1
4666,2024-10-17,Resort,Rishikesh,High,4,nonac,37,4,4655,18620,0
4667,2024-05-19,City,Kolkata,High,5,ac,40,5,13883,69415,0
4668,2024-12-14,Resort,Andaman Islands,High,3,nonac,70,4,1893,7572,0
4669,2024-03-08,Resort,Kasauli,Medium,3,ac,88,1,2211,2211,0
4670,2024-05-18,Resort,Munnar,High,3,nonac,98,5,1954,9770,0
4671,2025-02-08,City,Delhi,Very High,4,nonac,85,5,5572,27860,1
4672,2024-01-16,Resort,Kodaikanal,Low,4,ac,34,9,2378,21402,0
4673,2025-06-21,Resort,Udaipur,Very High,4,ac,2,4,7935,31740,0
4674,2025-08-23,City,Hyderabad,High,5,ac,13,9,9137,82233,0
4675,2024-05-14,City,Hyderabad,High,normal,ac,22,3,976,2928,0
4676,2024-12-15,Resort,Udaipur,Very High,4,nonac,47,8,6039,48312,1
4677,2025-08-07,City,Kolkata,High,4,ac,46,9,5982,53838,0
4678,2025-12-10,Resort,Udaipur,Very High,3,ac,45,1,4512,4512,0
4679,2025-05-21,Resort,Ooty,High,4,ac,96,6,4595,27570,1
4680,2024-01-09,Resort,Andaman Islands,High,5,ac,40,9,12831,115479,1
4681,2025-01-04,City,Pune,High,3,ac,99,1,2306,2306,0
4682,2025-06-22,City,Jaipur,Medium,normal,ac,10,2,760,1520,0
4683,2024-10-29,Resort,Kasauli,Medium,3,ac,82,5,1893,9465,0
4684,2025-07-21,City,Chennai,High,5,ac,86,8,8336,66688,0
4685,2025-08-18,Resort,Shimla,Very High,4,nonac,28,5,5866,29330,0
4686,2025-10-02,City,Indore,Low,normal,ac,76,6,556,3336,0
4687,2025-07-14,City,Bhopal,Low,4,ac,80,2,2972,5944,0
4688,2024-01-16,City,Hyderabad,High,3,nonac,38,7,2105,14735,0
4689,2024-04-12,City,Jaipur,Medium,3,ac,95,7,1539,10773,0
4690,2024-08-11,Resort,Rishikesh,High,3,ac,40,7,2673,18711,1
4691,2024-03-24,City,Hyderabad,High,3,ac,38,6,3254,19524,1
4692,2024-11-14,City,Mumbai,Very High,normal,ac,11,3,2054,6162,0
4693,2025-11-08,City,Lucknow,Medium,4,nonac,4,1,2668,2668,0
4694,2024-07-12,City,Chandigarh,Medium,4,ac,71,4,4042,16168,0
4695,2025-10-19,City,Pune,High,3,ac,41,5,2368,11840,0
4696,2024-08-03,Resort,Andaman Islands,High,normal,ac,7,4,1197,4788,0
4697,2024-12-12,City,Bengaluru,Very High,normal,ac,88,2,1553,3106,1
4698,2025-11-21,City,Bengaluru,Very High,normal,ac,77,4,1859,7436,1
4699,2024-09-12,City,Pune,High,normal,ac,17,4,1523,6092,0
4700,2024-09-12,Resort,Goa,Very High,5,nonac,98,8,11704,93632,0
4701,2025-03-31,City,Jaipur,Medium,3,ac,85,2,2117,4234,1
4702,2025-11-25,City,Pune,High,normal,nonac,41,5,718,3590,1
4703,2024-08-24,Resort,Manali,Very High,3,nonac,34,6,2949,17694,0
4704,2025-03-27,Resort,Mahabaleshwar,Medium,5,ac,9,6,8955,53730,0
4705,2024-12-22,City,Mumbai,Very High,3,ac,20,3,3825,11475,0
4706,2024-06-24,City,Ahmedabad,Medium,3,nonac,82,5,981,4905,0
4707,2025-03-04,Resort,Manali,Very High,3,ac,10,4,3369,13476,1
4708,2024-01-19,City,Lucknow,Medium,normal,ac,23,2,844,1688,0
4709,2024-10-10,Resort,Rishikesh,High,5,ac,94,1,10518,10518,0
4710,2025-03-21,Resort,Munnar,High,normal,ac,3,3,1147,3441,1
4711,2024-05-11,City,Ahmedabad,Medium,4,ac,46,9,3856,34704,0
4712,2024-07-26,City,Surat,Medium,normal,ac,38,5,1036,5180,0
4713,2025-01-21,City,Pune,High,3,nonac,81,3,2598,7794,0
4714,2025-01-07,Resort,Darjeeling,High,5,ac,83,5,10994,54970,0
4715,2025-02-03,City,Delhi,Very High,4,nonac,44,5,5016,25080,1
4716,2024-02-07,City,Hyderabad,High,3,ac,85,6,3407,20442,1
4717,2025-05-17,Resort,Rishikesh,High,3,ac,53,1,1968,1968,1
4718,2025-09-05,Resort,Rishikesh,High,normal,ac,22,4,992,3968,1
4719,2024-09-13,City,Ahmedabad,Medium,5,ac,18,3,6208,18624,0
4720,2024-07-04,Resort,Rishikesh,High,4,ac,79,5,6765,33825,0
4721,2024-07-18,City,Surat,Medium,3,ac,4,7,2303,16121,1
4722,2025-10-25,City,Ahmedabad,Medium,3,ac,95,2,2385,4770,0
4723,2024-11-23,City,Pune,High,normal,ac,54,8,1518,12144,1
4724,2025-02-02,City,Lucknow,Medium,4,ac,5,2,3443,6886,1
4725,2024-07-15,City,Mumbai,Very High,3,nonac,61,9,2893,26037,0
4726,2025-09-15,City,Bhopal,Low,3,ac,26,9,1395,12555,1
4727,2025-08-27,Resort,Kasauli,Medium,5,nonac,57,5,5651,28255,1
4728,2025-11-26,Resort,Mussoorie,Medium,normal,ac,41,9,720,6480,0
4729,2024-09-25,Resort,Udaipur,Very High,3,ac,24,8,4084,32672,0
4730,2025-10-13,City,Indore,Low,3,ac,74,3,1590,4770,0
4731,2024-08-29,City,Surat,Medium,3,ac,33,6,1957,11742,1
4732,2025-11-12,City,Bengaluru,Very High,3,ac,71,4,3606,14424,1
4733,2024-01-08,Resort,Udaipur,Very High,4,nonac,44,3,3705,11115,1
4734,2024-09-16,Resort,Kasauli,Medium,normal,nonac,94,2,463,926,0
4735,2025-11-29,City,Mumbai,Very High,normal,ac,66,2,2108,4216,0
4736,2024-06-28,City,Chandigarh,Medium,normal,ac,92,8,861,6888,0
4737,2024-02-01,City,Chennai,High,normal,nonac,24,3,599,1797,0
4738,2024-11-05,City,Bengaluru,Very High,normal,nonac,47,1,1155,1155,0
4739,2024-10-01,City,Surat,Medium,normal,nonac,92,6,608,3648,1
4740,2024-08-24,Resort,Munnar,High,3,ac,27,8,2282,18256,1
4741,2025-12-03,Resort,Shimla,Very High,4,ac,95,6,8923,53538,0
4742,2024-08-10,City,Kolkata,High,normal,ac,14,1,1152,1152,0
4743,2025-10-26,City,Surat,Medium,4,ac,30,5,3117,15585,1
4744,2025-04-25,Resort,Kodaikanal,Low,normal,nonac,32,4,294,1176,0
4745,2025-07-14,City,Mumbai,Very High,4,ac,34,8,5638,45104,1
4746,2025-05-08,City,Chandigarh,Medium,4,nonac,74,2,2440,4880,0
4747,2025-04-21,City,Hyderabad,High,4,ac,47,1,6753,6753,0
4748,2024-07-16,City,Bengaluru,Very High,normal,ac,46,6,2055,12330,1
4749,2025-09-16,City,Kolkata,High,3,ac,35,9,3347,30123,0
4750,2024-11-23,Resort,Goa,Very High,4,ac,37,8,7738,61904,0
4751,2025-05-09,City,Ahmedabad,Medium,3,ac,29,6,1472,8832,1
4752,2024-08-01,City,Bengaluru,Very High,3,nonac,74,2,1935,3870,0
4753,2024-10-25,Resort,Shimla,Very High,5,nonac,80,9,8595,77355,1
4754,2025-07-23,City,Bengaluru,Very High,4,ac,57,5,5517,27585,1
4755,2024-09-06,Resort,Rishikesh,High,4,ac,58,8,6285,50280,0
4756,2025-04-22,Resort,Ooty,High,normal,ac,11,1,1532,1532,0
4757,2025-09-19,City,Bengaluru,Very High,3,ac,96,4,3057,12228,1
4758,2025-10-16,Resort,Darjeeling,High,3,ac,49,6,2118,12708,0
4759,2024-10-18,City,Mumbai,Very High,3,ac,42,7,4390,30730,1
4760,2024-02-21,Resort,Rishikesh,High,normal,nonac,97,5,636,3180,0
4761,2024-04-03,City,Bengaluru,Very High,3,nonac,54,4,1920,7680,0
4762,2025-08-09,Resort,Shimla,Very High,4,ac,49,7,9020,63140,1
4763,2024-10-08,Resort,Mahabaleshwar,Medium,3,ac,75,9,1608,14472,0
4764,2025-10-05,City,Hyderabad,High,4,ac,36,6,5640,33840,1
4765,2024-04-10,City,Delhi,Very High,3,ac,58,9,4476,40284,0
4766,2025-05-05,Resort,Shimla,Very High,3,nonac,1,6,2460,14760,0
4767,2024-05-28,Resort,Goa,Very High,normal,ac,9,4,1814,7256,1
4768,2024-03-04,City,Bengaluru,Very High,4,nonac,1,1,3954,3954,1
4769,2024-05-09,Resort,Shimla,Very High,normal,nonac,36,7,901,6307,0
4770,2025-05-18,City,Chennai,High,4,nonac,91,1,4960,4960,0
4771,2025-03-17,City,Jaipur,Medium,3,ac,9,1,2525,2525,0
4772,2025-02-08,City,Mumbai,Very High,3,ac,90,4,3283,13132,0
4773,2025-12-01,City,Mumbai,Very High,5,ac,53,3,10524,31572,1
4774,2025-09-05,Resort,Udaipur,Very High,normal,nonac,57,8,1310,10480,0
4775,2025-01-10,City,Ahmedabad,Medium,3,ac,61,6,1924,11544,1
4776,2025-08-25,Resort,Goa,Very High,3,ac,92,2,2771,5542,0
4777,2025-07-09,City,Indore,Low,5,nonac,73,1,3523,3523,1
4778,2024-02-23,City,Kolkata,High,4,ac,14,9,4043,36387,1
4779,2025-01-18,City,Surat,Medium,4,ac,51,5,5067,25335,0
4780,2025-03-12,City,Lucknow,Medium,normal,ac,54,7,850,5950,0
4781,2024-03-22,City,Hyderabad,High,normal,ac,29,2,1311,2622,0
4782,2024-03-20,City,Chennai,High,normal,ac,61,6,1115,6690,0
4783,2025-02-07,Resort,Andaman Islands,High,4,nonac,69,5,3461,17305,0
4784,2024-04-02,City,Delhi,Very High,3,ac,5,8,3328,26624,0
4785,2025-01-07,City,Chandigarh,Medium,3,nonac,90,6,1003,6018,0
4786,2024-12-30,City,Surat,Medium,4,ac,13,6,3841,23046,1
4787,2025-07-01,Resort,Shimla,Very High,4,ac,61,9,8774,78966,0
4788,2024-02-26,Resort,Ooty,High,normal,ac,48,5,926,4630,1
4789,2025-09-05,City,Hyderabad,High,5,nonac,95,9,8261,74349,0
4790,2024-07-15,City,Delhi,Very High,normal,nonac,98,7,1173,8211,0
4791,2025-06-22,City,Hyderabad,High,normal,ac,58,9,1269,11421,0
4792,2025-08-24,Resort,Coorg,High,4,ac,34,4,6899,27596,1
4793,2025-06-18,City,Surat,Medium,3,nonac,83,9,1663,14967,1
4794,2024-09-01,City,Pune,High,5,ac,87,1,11529,11529,1
4795,2025-10-03,City,Pune,High,3,nonac,23,2,2545,5090,1
4796,2025-01-12,City,Kolkata,High,5,nonac,2,2,6257,12514,1
4797,2025-06-05,City,Mumbai,Very High,normal,ac,36,6,2291,13746,0
4798,2025-05-12,Resort,Mussoorie,Medium,4,ac,3,3,2881,8643,0
4799,2024-03-25,City,Jaipur,Medium,5,ac,41,4,8875,35500,1
